95.164.159.93 - - [07/Apr/2024:02:29:18 +0000] "GET /static/core/images/de_figma.png HTTP/1.1" 200 5289 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36" "95.164.159.93" response-time=0.006
99.250.177.58 - - [09/Apr/2024:23:44:27 +0000] "GET /static/core/images/data_transformation.png HTTP/1.1" 304 0 "https://www.parth-dataexpert.com/" "Mozilla/5.0 (iPhone; CPU iPhone OS 17_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [LinkedInApp]/9.29.4623" "99.250.177.58" response-time=0.002
99.250.177.58 - - [09/Apr/2024:23:44:27 +0000] "GET /static/core/images/de_modeling.png HTTP/1.1" 304 0 "https://www.parth-dataexpert.com/" "Mozilla/5.0 (iPhone; CPU iPhone OS 17_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [LinkedInApp]/9.29.4623" "99.250.177.58" response-time=0.001
99.250.177.58 - - [09/Apr/2024:23:44:27 +0000] "GET /static/core/images/de_prot.png HTTP/1.1" 304 0 "https://www.parth-dataexpert.com/" "Mozilla/5.0 (iPhone; CPU iPhone OS 17_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [LinkedInApp]/9.29.4623" "99.250.177.58" response-time=0.001
99.250.177.58 - - [09/Apr/2024:23:44:27 +0000] "GET /static/core/images/de_opt.png HTTP/1.1" 304 0 "https://www.parth-dataexpert.com/" "Mozilla/5.0 (iPhone; CPU iPhone OS 17_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [LinkedInApp]/9.29.4623" "99.250.177.58" response-time=0.001
99.250.177.58 - - [09/Apr/2024:23:44:27 +0000] "GET /static/core/images/data_maintenance.png HTTP/1.1" 304 0 "https://www.parth-dataexpert.com/" "Mozilla/5.0 (iPhone; CPU iPhone OS 17_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [LinkedInApp]/9.29.4623" "99.250.177.58" response-time=0.002
198.54.130.57 - - [10/Apr/2024:00:30:47 +0000] "GET / HTTP/1.1" 200 3144 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/17.17134" "198.54.130.57" response-time=0.070
43.163.0.99 - - [10/Apr/2024:01:21:46 +0000] "GET / HTTP/1.1" 200 3144 "http://www.parth-dataexpert.com" "Mozilla/5.0 (iPhone; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1" "43.163.0.99" response-time=0.003
43.153.216.189 - - [10/Apr/2024:02:07:16 +0000] "GET / HTTP/1.1" 200 3144 "http://www.parth-dataexpert.com" "Mozilla/5.0 (iPhone; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1" "43.153.216.189" response-time=0.003
118.70.236.135 - - [10/Apr/2024:02:40:51 +0000] "GET / HTTP/1.1" 200 3144 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36" "118.70.236.135" response-time=0.002
66.249.65.241 - - [10/Apr/2024:02:50:40 +0000] "GET /robots.txt HTTP/1.1" 404 207 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" "66.249.65.241" response-time=0.008
66.249.65.241 - - [10/Apr/2024:02:50:40 +0000] "GET /static/core/support/Resume%20-%20Parth%20Patel.pdf HTTP/1.1" 304 0 "-" "Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.6261.94 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" "66.249.65.241" response-time=0.005
95.177.180.85 - - [10/Apr/2024:05:14:35 +0000] "GET / HTTP/1.1" 200 3144 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_1 like Mac OS X) AppleWebKit/603.1.30 (KHTML, like Gecko) Version/10.0 Mobile/14E304 Safari/602.1" "95.177.180.85" response-time=0.002
95.177.180.85 - - [10/Apr/2024:05:14:35 +0000] "GET /static/core/css/styles.css HTTP/1.1" 200 1730 "https://www.parth-dataexpert.com/" "Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_1 like Mac OS X) AppleWebKit/603.1.30 (KHTML, like Gecko) Version/10.0 Mobile/14E304 Safari/602.1" "95.177.180.85" response-time=0.015
95.177.180.85 - - [10/Apr/2024:05:14:35 +0000] "GET /static/core/js/script.js HTTP/1.1" 200 609 "https://www.parth-dataexpert.com/" "Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_1 like Mac OS X) AppleWebKit/603.1.30 (KHTML, like Gecko) Version/10.0 Mobile/14E304 Safari/602.1" "95.177.180.85" response-time=0.004
95.177.180.85 - - [10/Apr/2024:05:14:35 +0000] "GET /static/core/images/de_figma.png HTTP/1.1" 200 5289 "https://www.parth-dataexpert.com/" "Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_1 like Mac OS X) AppleWebKit/603.1.30 (KHTML, like Gecko) Version/10.0 Mobile/14E304 Safari/602.1" "95.177.180.85" response-time=0.004
95.177.180.85 - - [10/Apr/2024:05:14:36 +0000] "GET /static/core/images/se_figma.png HTTP/1.1" 200 5363 "https://www.parth-dataexpert.com/" "Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_1 like Mac OS X) AppleWebKit/603.1.30 (KHTML, like Gecko) Version/10.0 Mobile/14E304 Safari/602.1" "95.177.180.85" response-time=0.009
95.177.180.85 - - [10/Apr/2024:05:14:36 +0000] "GET /static/core/images/de_processing.png HTTP/1.1" 200 4868 "https://www.parth-dataexpert.com/" "Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_1 like Mac OS X) AppleWebKit/603.1.30 (KHTML, like Gecko) Version/10.0 Mobile/14E304 Safari/602.1" "95.177.180.85" response-time=0.008
95.177.180.85 - - [10/Apr/2024:05:14:36 +0000] "GET /static/core/images/data_collection.png HTTP/1.1" 200 2621 "https://www.parth-dataexpert.com/" "Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_1 like Mac OS X) AppleWebKit/603.1.30 (KHTML, like Gecko) Version/10.0 Mobile/14E304 Safari/602.1" "95.177.180.85" response-time=0.005
95.177.180.85 - - [10/Apr/2024:05:14:36 +0000] "GET /static/core/images/parth.png HTTP/1.1" 200 325649 "https://www.parth-dataexpert.com/" "Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_1 like Mac OS X) AppleWebKit/603.1.30 (KHTML, like Gecko) Version/10.0 Mobile/14E304 Safari/602.1" "95.177.180.85" response-time=0.017
95.177.180.85 - - [10/Apr/2024:05:14:36 +0000] "GET /static/core/images/de_storage.png HTTP/1.1" 200 4172 "https://www.parth-dataexpert.com/" "Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_1 like Mac OS X) AppleWebKit/603.1.30 (KHTML, like Gecko) Version/10.0 Mobile/14E304 Safari/602.1" "95.177.180.85" response-time=0.006
95.177.180.85 - - [10/Apr/2024:05:14:36 +0000] "GET /static/core/images/data_transformation.png HTTP/1.1" 200 6100 "https://www.parth-dataexpert.com/" "Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_1 like Mac OS X) AppleWebKit/603.1.30 (KHTML, like Gecko) Version/10.0 Mobile/14E304 Safari/602.1" "95.177.180.85" response-time=0.003
95.177.180.85 - - [10/Apr/2024:05:14:36 +0000] "GET /static/core/images/de_modeling.png HTTP/1.1" 200 4448 "https://www.parth-dataexpert.com/" "Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_1 like Mac OS X) AppleWebKit/603.1.30 (KHTML, like Gecko) Version/10.0 Mobile/14E304 Safari/602.1" "95.177.180.85" response-time=0.003
95.177.180.85 - - [10/Apr/2024:05:14:36 +0000] "GET /static/core/images/de_prot.png HTTP/1.1" 200 4012 "https://www.parth-dataexpert.com/" "Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_1 like Mac OS X) AppleWebKit/603.1.30 (KHTML, like Gecko) Version/10.0 Mobile/14E304 Safari/602.1" "95.177.180.85" response-time=0.004
95.177.180.85 - - [10/Apr/2024:05:14:36 +0000] "GET /static/core/images/de_opt.png HTTP/1.1" 200 6844 "https://www.parth-dataexpert.com/" "Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_1 like Mac OS X) AppleWebKit/603.1.30 (KHTML, like Gecko) Version/10.0 Mobile/14E304 Safari/602.1" "95.177.180.85" response-time=0.004
95.177.180.85 - - [10/Apr/2024:05:14:36 +0000] "GET /static/core/images/data_maintenance.png HTTP/1.1" 200 3460 "https://www.parth-dataexpert.com/" "Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_1 like Mac OS X) AppleWebKit/603.1.30 (KHTML, like Gecko) Version/10.0 Mobile/14E304 Safari/602.1" "95.177.180.85" response-time=0.002
43.159.63.75 - - [10/Apr/2024:05:59:41 +0000] "GET / HTTP/1.1" 200 3144 "http://www.parth-dataexpert.com" "Mozilla/5.0 (iPhone; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1" "43.159.63.75" response-time=0.003
95.164.159.119 - - [10/Apr/2024:06:13:29 +0000] "GET / HTTP/1.1" 200 3144 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36" "95.164.159.119" response-time=0.004
95.164.159.119 - - [10/Apr/2024:06:13:29 +0000] "GET /favicon.ico HTTP/1.1" 404 207 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36" "95.164.159.119" response-time=0.002
54.167.44.204 - - [10/Apr/2024:06:13:29 +0000] "GET /favicon.ico HTTP/1.1" 404 207 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36" "54.167.44.204" response-time=0.001
44.212.57.230 - - [10/Apr/2024:06:13:29 +0000] "GET /favicon.ico HTTP/1.1" 404 207 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36" "44.212.57.230" response-time=0.001
95.164.159.119 - - [10/Apr/2024:06:13:29 +0000] "GET /favicon.png HTTP/1.1" 404 207 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36" "95.164.159.119" response-time=0.001
54.167.44.204 - - [10/Apr/2024:06:13:29 +0000] "GET /favicon.png HTTP/1.1" 404 207 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36" "54.167.44.204" response-time=0.001
44.212.57.230 - - [10/Apr/2024:06:13:29 +0000] "GET /favicon.png HTTP/1.1" 404 207 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36" "44.212.57.230" response-time=0.001
191.102.157.56 - - [10/Apr/2024:06:14:14 +0000] "GET /static/core/images/de_figma.png HTTP/1.1" 200 5289 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36" "191.102.157.56" response-time=0.006
209.127.253.28 - - [10/Apr/2024:06:14:14 +0000] "GET /static/core/images/se_figma.png HTTP/1.1" 200 5363 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 13_0_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36" "209.127.253.28" response-time=0.003
45.139.65.209 - - [10/Apr/2024:06:14:14 +0000] "GET /static/core/images/parth.png HTTP/1.1" 200 325649 "-" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36" "45.139.65.209" response-time=0.009
45.139.66.169 - - [10/Apr/2024:06:14:14 +0000] "GET /static/core/images/data_collection.png HTTP/1.1" 200 2621 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 13_0_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36" "45.139.66.169" response-time=0.003
186.179.59.88 - - [10/Apr/2024:06:14:14 +0000] "GET /static/core/images/de_processing.png HTTP/1.1" 200 4868 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36" "186.179.59.88" response-time=0.003
190.123.209.195 - - [10/Apr/2024:06:14:15 +0000] "GET /static/core/images/de_storage.png HTTP/1.1" 200 4172 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36" "190.123.209.195" response-time=0.004
186.179.59.88 - - [10/Apr/2024:06:14:15 +0000] "GET /static/core/images/data_transformation.png HTTP/1.1" 200 6100 "-" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36" "186.179.59.88" response-time=0.002
190.123.209.195 - - [10/Apr/2024:06:14:15 +0000] "GET /static/core/images/de_modeling.png HTTP/1.1" 200 4448 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36" "190.123.209.195" response-time=0.002
193.34.72.40 - - [10/Apr/2024:06:14:16 +0000] "GET /static/core/images/de_prot.png HTTP/1.1" 200 4012 "-" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36" "193.34.72.40" response-time=0.002
191.102.179.191 - - [10/Apr/2024:06:14:16 +0000] "GET /static/core/images/de_opt.png HTTP/1.1" 200 6844 "-" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36" "191.102.179.191" response-time=0.003
191.102.179.191 - - [10/Apr/2024:06:14:16 +0000] "GET /static/core/images/data_maintenance.png HTTP/1.1" 200 3460 "-" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36" "191.102.179.191" response-time=0.002
167.99.55.86 - - [10/Apr/2024:08:18:24 +0000] "GET / HTTP/1.1" 200 3144 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36" "167.99.55.86" response-time=0.003
123.60.68.42 - - [10/Apr/2024:12:04:04 +0000] "GET / HTTP/1.1" 200 3144 "-" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.2545.88 Safari/537.36" "123.60.68.42" response-time=0.009
43.131.248.209 - - [10/Apr/2024:12:31:20 +0000] "GET / HTTP/1.1" 200 3144 "http://www.parth-dataexpert.com" "Mozilla/5.0 (iPhone; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1" "43.131.248.209" response-time=0.002
99.250.177.58 - - [10/Apr/2024:13:33:22 +0000] "GET / HTTP/1.1" 200 3144 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36" "99.250.177.58" response-time=0.003
99.250.177.58 - - [10/Apr/2024:13:33:22 +0000] "GET /static/core/css/styles.css HTTP/1.1" 304 0 "https://www.parth-dataexpert.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36" "99.250.177.58" response-time=0.052
99.250.177.58 - - [10/Apr/2024:13:33:22 +0000] "GET /static/core/images/se_figma.png HTTP/1.1" 304 0 "https://www.parth-dataexpert.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36" "99.250.177.58" response-time=0.003
99.250.177.58 - - [10/Apr/2024:13:33:22 +0000] "GET /static/core/images/de_figma.png HTTP/1.1" 304 0 "https://www.parth-dataexpert.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36" "99.250.177.58" response-time=0.004
99.250.177.58 - - [10/Apr/2024:13:33:22 +0000] "GET /static/core/images/parth.png HTTP/1.1" 304 0 "https://www.parth-dataexpert.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36" "99.250.177.58" response-time=0.007
99.250.177.58 - - [10/Apr/2024:13:33:22 +0000] "GET /static/core/images/data_collection.png HTTP/1.1" 304 0 "https://www.parth-dataexpert.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36" "99.250.177.58" response-time=0.005
99.250.177.58 - - [10/Apr/2024:13:33:22 +0000] "GET /static/core/images/de_processing.png HTTP/1.1" 304 0 "https://www.parth-dataexpert.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36" "99.250.177.58" response-time=0.002
99.250.177.58 - - [10/Apr/2024:13:33:22 +0000] "GET /static/core/js/script.js HTTP/1.1" 304 0 "https://www.parth-dataexpert.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36" "99.250.177.58" response-time=0.004
99.250.177.58 - - [10/Apr/2024:13:33:22 +0000] "GET /static/core/images/de_prot.png HTTP/1.1" 304 0 "https://www.parth-dataexpert.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36" "99.250.177.58" response-time=0.003
99.250.177.58 - - [10/Apr/2024:13:33:22 +0000] "GET /static/core/images/de_modeling.png HTTP/1.1" 304 0 "https://www.parth-dataexpert.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36" "99.250.177.58" response-time=0.003
99.250.177.58 - - [10/Apr/2024:13:33:22 +0000] "GET /static/core/images/de_storage.png HTTP/1.1" 304 0 "https://www.parth-dataexpert.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36" "99.250.177.58" response-time=0.002
99.250.177.58 - - [10/Apr/2024:13:33:22 +0000] "GET /static/core/images/data_transformation.png HTTP/1.1" 304 0 "https://www.parth-dataexpert.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36" "99.250.177.58" response-time=0.003
99.250.177.58 - - [10/Apr/2024:13:33:22 +0000] "GET /static/core/images/de_opt.png HTTP/1.1" 304 0 "https://www.parth-dataexpert.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36" "99.250.177.58" response-time=0.002
99.250.177.58 - - [10/Apr/2024:13:33:22 +0000] "GET /static/core/images/data_maintenance.png HTTP/1.1" 304 0 "https://www.parth-dataexpert.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36" "99.250.177.58" response-time=0.001
44.226.18.28 - - [10/Apr/2024:14:03:36 +0000] "HEAD / HTTP/1.1" 200 0 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 10_3 like Mac OS X) AppleWebKit/602.1.50 (KHTML" "44.226.18.28" response-time=0.002
44.226.18.28 - - [10/Apr/2024:14:03:36 +0000] "GET / HTTP/1.1" 200 3144 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 10_3 like Mac OS X) AppleWebKit/602.1.50 (KHTML" "44.226.18.28" response-time=0.010
170.106.159.160 - - [10/Apr/2024:15:12:35 +0000] "GET / HTTP/1.1" 200 3144 "http://www.parth-dataexpert.com" "Mozilla/5.0 (iPhone; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1" "170.106.159.160" response-time=0.003
99.250.177.58 - - [10/Apr/2024:18:28:51 +0000] "GET / HTTP/1.1" 200 3144 "https://www.linkedin.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36" "99.250.177.58" response-time=0.007
99.250.177.58 - - [10/Apr/2024:18:28:51 +0000] "GET /static/core/css/styles.css HTTP/1.1" 304 0 "https://www.parth-dataexpert.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36" "99.250.177.58" response-time=0.012
99.250.177.58 - - [10/Apr/2024:18:28:51 +0000] "GET /static/core/images/de_figma.png HTTP/1.1" 304 0 "https://www.parth-dataexpert.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36" "99.250.177.58" response-time=0.033
99.250.177.58 - - [10/Apr/2024:18:28:51 +0000] "GET /static/core/images/se_figma.png HTTP/1.1" 304 0 "https://www.parth-dataexpert.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36" "99.250.177.58" response-time=0.002
99.250.177.58 - - [10/Apr/2024:18:28:51 +0000] "GET /static/core/images/data_collection.png HTTP/1.1" 304 0 "https://www.parth-dataexpert.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36" "99.250.177.58" response-time=0.002
99.250.177.58 - - [10/Apr/2024:18:28:51 +0000] "GET /static/core/images/de_processing.png HTTP/1.1" 304 0 "https://www.parth-dataexpert.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36" "99.250.177.58" response-time=0.004
99.250.177.58 - - [10/Apr/2024:18:28:51 +0000] "GET /static/core/images/de_storage.png HTTP/1.1" 304 0 "https://www.parth-dataexpert.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36" "99.250.177.58" response-time=0.002
99.250.177.58 - - [10/Apr/2024:18:28:51 +0000] "GET /static/core/js/script.js HTTP/1.1" 304 0 "https://www.parth-dataexpert.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36" "99.250.177.58" response-time=0.003
99.250.177.58 - - [10/Apr/2024:18:28:51 +0000] "GET /static/core/images/parth.png HTTP/1.1" 200 325649 "https://www.parth-dataexpert.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36" "99.250.177.58" response-time=0.019
99.250.177.58 - - [10/Apr/2024:18:28:51 +0000] "GET /static/core/images/data_transformation.png HTTP/1.1" 304 0 "https://www.parth-dataexpert.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36" "99.250.177.58" response-time=0.002
99.250.177.58 - - [10/Apr/2024:18:28:51 +0000] "GET /static/core/images/de_modeling.png HTTP/1.1" 304 0 "https://www.parth-dataexpert.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36" "99.250.177.58" response-time=0.002
99.250.177.58 - - [10/Apr/2024:18:28:51 +0000] "GET /static/core/images/de_prot.png HTTP/1.1" 304 0 "https://www.parth-dataexpert.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36" "99.250.177.58" response-time=0.001
99.250.177.58 - - [10/Apr/2024:18:28:51 +0000] "GET /static/core/images/de_opt.png HTTP/1.1" 304 0 "https://www.parth-dataexpert.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36" "99.250.177.58" response-time=0.002
99.250.177.58 - - [10/Apr/2024:18:28:51 +0000] "GET /static/core/images/data_maintenance.png HTTP/1.1" 304 0 "https://www.parth-dataexpert.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36" "99.250.177.58" response-time=0.002
108.174.8.25 - - [10/Apr/2024:18:28:52 +0000] "GET / HTTP/1.1" 200 3144 "-" "LinkedInBot/1.0 (compatible; Mozilla/5.0; Apache-HttpClient +http://www.linkedin.com)" "108.174.8.25" response-time=0.002
108.174.8.21 - - [10/Apr/2024:18:28:52 +0000] "GET /robots.txt HTTP/1.1" 404 207 "-" "LinkedInBot/1.0 (compatible; Mozilla/5.0; Apache-HttpClient +http://www.linkedin.com)" "108.174.8.21" response-time=0.005
108.174.8.25 - - [10/Apr/2024:18:28:52 +0000] "GET /static/core/images/de_figma.png HTTP/1.1" 200 5289 "-" "LinkedInBot/1.0 (compatible; Mozilla/5.0; Apache-HttpClient +http://www.linkedin.com)" "108.174.8.25" response-time=0.003
108.174.8.27 - - [10/Apr/2024:18:28:53 +0000] "GET /static/core/images/se_figma.png HTTP/1.1" 200 5363 "-" "LinkedInBot/1.0 (compatible; Mozilla/5.0; Apache-HttpClient +http://www.linkedin.com)" "108.174.8.27" response-time=0.003
99.250.177.58 - - [10/Apr/2024:18:29:03 +0000] "GET /static/core/support/Resume%20-%20Parth%20Patel.pdf HTTP/1.1" 200 105565 "https://www.parth-dataexpert.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36" "99.250.177.58" response-time=0.045
